PassengerId,Survived,Pclass,Name,Sex,Age
516,1,2,Wilhelms Mr. Charles,male,31
517,0,3,Edvardsson Mr. Gustaf Hjalmar,male,18
518,1,3,Turja Miss. Anna Sofia,female,18
519,0,3,Goodwin Mrs. Frederick (Augusta Tyler),female,43
520,1,1,Cardeza Mr. Thomas Drake Martinez,male,36
521,1,1,Hassab Mr. Hammad,male,27
522,0,3,Olsvigen Mr. Thor Anderson,male,20
523,0,3,Goodwin Mr. Charles Edward,male,14
524,0,2,Brown Mr. Thomas William Solomon,male,60
525,0,2,Laroche Mr. Joseph Philippe Lemercier,male,25
526,0,3,Panula Mr. Jaako Arnold,male,14
527,0,3,Dakic Mr. Branko,male,19
528,0,3,Fischer Mr. Eberhard Thelander,male,18
529,1,1,Madill Miss. Georgette Alexandra,female,15
530,1,1,Dick Mr. Albert Adrian,male,31
531,1,3,Karun Miss. Manca,female,4
532,0,3,Saad Mr. Khalil,male,25
533,0,1,Weir Col. John,male,60
534,0,2,Chapman Mr. Charles Henry,male,52
535,0,3,Kelly Mr. James,male,44
536,0,1,Thayer Mr. John Borland,male,49
537,0,3,Humblen Mr. Adolf Mathias Nicolai Olsen,male,42
538,1,1,Astor Mrs. John Jacob (Madeleine Talmadge Force),female,18
539,1,1,Silverthorne Mr. Spencer Victor,male,35
540,0,3,Barbara Miss. Saiide,female,18
541,0,3,Gallagher Mr. Martin,male,25
542,0,3,Hansen Mr. Henrik Juul,male,26
543,0,2,"Morley Mr. Henry Samuel (""Mr Henry Marshall"")",male,39
544,1,2,"Kelly Mrs. Florence ""Fannie""",female,45
545,1,1,Calderhead Mr. Edward Pennington,male,42
546,1,1,Cleaver Miss. Alice,female,22
547,1,1,"Mayne Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24
548,1,1,Taylor Mr. Elmer Zebley,male,48
549,0,3,Larsson Mr. August Viktor,male,29
550,0,2,Greenberg Mr. Samuel,male,52
551,0,3,Soholt Mr. Peter Andreas Lauritz Andersen,male,19
552,1,1,Endres Miss. Caroline Louise,female,38
553,1,2,"Troutt Miss. Edwina Celia ""Winnie""",female,27
554,0,3,Johnson Mr. Malkolm Joackim,male,33
555,1,2,"Harper Miss. Annie Jessie ""Nina""",female,6
556,0,3,Jensen Mr. Svend Lauritz,male,17
557,0,2,Gillespie Mr. William Henry,male,34
558,0,2,Hodges Mr. Henry Price,male,50
559,1,1,Chambers Mr. Norman Campbell,male,27
560,0,3,Oreskovic Mr. Luka,male,20
561,1,2,Renouf Mrs. Peter Henry (Lillian Jefferys),female,30
562,0,2,Bryhl Mr. Kurt Arnold Gottfrid,male,25
563,0,3,Ilmakangas Miss. Pieta Sofia,female,25
564,1,1,Allen Miss. Elisabeth Walton,female,29
565,0,3,Hassan Mr. Houssein G N,male,11
566,0,2,Berriman Mr. William John,male,23
567,0,2,Troupiansky Mr. Moses Aaron,male,23
568,0,3,Ford Mrs. Edward (Margaret Ann Watson),female,48
569,1,1,Lesurer Mr. Gustave J,male,35
570,0,1,Cavendish Mr. Tyrell William,male,36
571,1,1,"Ryerson Miss. Susan Parker ""Suzette""",female,21
572,0,3,McNamee Mr. Neal,male,24
573,1,3,Stranden Mr. Juho,male,31
574,0,1,Crosby Capt. Edward Gifford,male,70
575,0,3,Abbott Mr. Rossmore Edward,male,16
576,1,2,Sinkkonen Miss. Anna,female,30
577,0,1,Marvin Mr. Daniel Warner,male,19
578,0,3,Connaghton Mr. Michael,male,31
579,1,2,Wells Miss. Joan,female,4
580,1,3,Moor Master. Meier,male,6
581,0,3,Vande Velde Mr. Johannes Joseph,male,33
582,0,3,Jonkoff Mr. Lalio,male,23
583,1,2,Herman Mrs. Samuel (Jane Laver),female,48
584,0,3,Carlsson Mr. August Sigfrid,male,28
585,0,2,Bailey Mr. Percy Andrew,male,18
586,0,3,Theobald Mr. Thomas Leonard,male,34
587,1,1,Rothes the Countess. of (Lucy Noel Martha Dyer-Edwards),female,33
588,0,3,Nirva Mr. Iisakki Antino Aijo,male,41
589,1,3,Barah Mr. Hanna Assi,male,20
590,1,1,Carter Mrs. William Ernest (Lucile Polk),female,36
591,0,3,Eklund Mr. Hans Linus,male,16
592,1,1,Hogeboom Mrs. John C (Anna Andrews),female,51
593,0,3,Gronnestad Mr. Daniel Danielsen,male,32
594,0,3,Lievens Mr. Rene Aime,male,24
595,0,3,Jensen Mr. Niels Peder,male,48
596,0,2,Mack Mrs. (Mary),female,57
597,1,2,Hocking Mrs. Elizabeth (Eliza Needs),female,54
598,0,3,Myhrman Mr. Pehr Fabian Oliver Malkolm,male,18
599,1,3,Emanuel Miss. Virginia Ethel,female,5
600,1,1,Robert Mrs. Edward Scott (Elisabeth Walton McMillan),female,43
601,1,3,Ayoub Miss. Banoura,female,13
602,1,1,Dick Mrs. Albert Adrian (Vera Gillespie),female,17
603,0,1,Long Mr. Milton Clyde,male,29
604,0,3,Ali Mr. William,male,25
605,0,3,Harmer Mr. Abraham (David Lishin),male,25
606,1,3,Sjoblom Miss. Anna Sofia,female,18
607,0,3,Rice Master. George Hugh,male,8
608,1,3,Dean Master. Bertram Vere,male,1
609,0,1,Guggenheim Mr. Benjamin,male,46
610,0,2,Gaskell Mr. Alfred,male,16
611,0,3,Dantcheff Mr. Ristiu,male,25
612,0,2,Otter Mr. Richard,male,39
613,1,1,Leader Dr. Alice (Farnham),female,49
614,1,3,Osman Mrs. Mara,female,31
615,0,3,Ibrahim Shawah Mr. Yousseff,male,30
616,0,3,Van Impe Mrs. Jean Baptiste (Rosalie Paula Govaert),female,30
617,0,2,Ponesell Mr. Martin,male,34
618,1,2,Collyer Mrs. Harvey (Charlotte Annie Tate),female,31
619,1,1,Carter Master. William Thornton II,male,11
620,1,3,Hedman Mr. Oskar Arvid,male,27
621,0,3,Johansson Mr. Karl Johan,male,31
622,0,1,Andrews Mr. Thomas Jr,male,39
623,0,3,Pettersson Miss. Ellen Natalia,female,18
624,0,2,Meyer Mr. August,male,39
625,1,1,Chambers Mrs. Norman Campbell (Bertha Griggs),female,33
626,0,3,Alexander Mr. William,male,26
627,0,3,Lester Mr. James,male,39
628,0,2,Slemen Mr. Richard James,male,35
629,0,3,Andersson Miss. Ebba Iris Alfrida,female,6
630,0,3,Heininen Miss. Wendla Maria,female,23
631,0,2,Mallet Mr. Albert,male,31
632,0,3,Holm Mr. John Fredrik Alexander,male,43
633,0,3,Skoog Master. Karl Thorsten,male,10
634,1,1,Hays Mrs. Charles Melville (Clara Jennings Gregg),female,52
635,1,3,Lulic Mr. Nikola,male,27
636,0,1,Reuchlin Jonkheer. John George,male,38
637,1,3,Moor Mrs. (Beila),female,27
638,0,3,Panula Master. Urho Abraham,male,2
639,1,2,Mallet Master. Andre,male,1
640,1,1,Stone Mrs. George Nelson (Martha Evelyn),female,62
641,1,3,Yasbeck Mrs. Antoni (Selini Alexander),female,15
642,0,3,Augustsson Mr. Albert,male,23
643,0,3,Allum Mr. Owen George,male,18
644,1,1,Compton Miss. Sara Rebecca,female,39
645,0,3,Pasic Mr. Jakob,male,21
646,1,3,Chip Mr. Chang,male,32
647,0,3,Alhomaki Mr. Ilmari Rudolf,male,20
648,0,2,Mudd Mr. Thomas Charles,male,16
649,1,1,Serepeca Miss. Augusta,female,30
650,0,3,Culumovic Mr. Jeso,male,17
651,0,3,Abbing Mr. Anthony,male,42
652,0,3,Markoff Mr. Marin,male,35
653,0,2,Harper Rev. John,male,28
654,0,3,Andersson Master. Sigvard Harald Elias,male,4
655,0,3,Svensson Mr. Johan,male,74
656,0,3,Boulos Miss. Nourelain,female,9
657,1,1,Lines Miss. Mary Conover,female,16
658,0,2,Carter Mrs. Ernest Courtenay (Lilian Hughes),female,44
659,1,3,Aks Mrs. Sam (Leah Rosen),female,18
660,1,1,Wick Mrs. George Dennick (Mary Hitchcock),female,45
661,1,1,Daly Mr. Peter Denis ,male,51
662,1,3,Baclini Mrs. Solomon (Latifa Qurban),female,24
663,0,3,Hansen Mr. Claus Peter,male,41
664,0,2,Giles Mr. Frederick Edward,male,21
665,1,1,Swift Mrs. Frederick Joel (Margaret Welles Barron),female,48
666,0,2,Gill Mr. John William,male,24
667,1,2,Bystrom Mrs. (Karolina),female,42
668,1,2,Duran y More Miss. Asuncion,female,27
669,0,1,Roebling Mr. Washington Augustus II,male,31
670,1,3,Johnson Master. Harold Theodor,male,4
671,0,3,Balkic Mr. Cerin,male,26
672,1,1,Beckwith Mrs. Richard Leonard (Sallie Monypeny),female,47
673,0,1,Carlsson Mr. Frans Olof,male,33
674,0,3,Vander Cruyssen Mr. Victor,male,47
675,1,2,Abelson Mrs. Samuel (Hannah Wizosky),female,28
676,1,3,"Najib Miss. Adele Kiamie ""Jane""",female,15
677,0,3,Gustafsson Mr. Alfred Ossian,male,20
678,0,3,Petroff Mr. Nedelio,male,19
679,1,1,Potter Mrs. Thomas Jr (Lily Alexenia Wilson),female,56
680,1,2,Shelley Mrs. William (Imanita Parrish Hall),female,25
681,0,3,Markun Mr. Johann,male,33
682,0,3,Dahlberg Miss. Gerda Ulrika,female,22
683,0,2,Banfield Mr. Frederick James,male,28
684,0,3,Sutehall Mr. Henry Jr,male,25
685,0,3,Rice Mrs. William (Margaret Norton),female,39
686,0,2,Montvila Rev. Juozas,male,27
687,1,1,Graham Miss. Margaret Edith,female,19
688,1,1,Behr Mr. Karl Howell,male,26
689,0,3,Dooley Mr. Patrick,male,32
